CP_out_width,nor_n_width,nor_p_width,tspc_n_width,tspc_p_width,vdd,deadzone,power
8.8e-07,2.25e-07,3.6e-07,2.25e-07,3.6e-07,0.9,-2.8439e-13,0.0039542
8.8e-07,2.25e-07,3.6e-07,2.25e-07,3.6e-07,1.0,-1.9995e-12,0.0051344
8.8e-07,2.25e-07,3.6e-07,2.25e-07,4e-07,0.8,3.9124e-12,0.0030045
8.8e-07,2.25e-07,3.6e-07,2.25e-07,4e-07,0.9,-3.1809e-13,0.0039639
8.8e-07,2.25e-07,3.6e-07,2.25e-07,4e-07,1.0,-1.9193e-12,0.0051471
8.8e-07,2.25e-07,3.6e-07,2.25e-07,4.4e-07,0.8,3.7773e-12,0.0030124
8.8e-07,2.25e-07,3.6e-07,2.25e-07,4.4e-07,0.9,-3.5601e-13,0.0039738
8.8e-07,2.25e-07,3.6e-07,2.25e-07,4.4e-07,1.0,-1.8522e-12,0.00516
8.8e-07,2.25e-07,3.6e-07,2.5e-07,3.6e-07,0.8,4.3445e-12,0.0030064
8.8e-07,2.25e-07,3.6e-07,2.5e-07,3.6e-07,0.9,-2.7522e-14,0.0039683
8.8e-07,2.25e-07,3.6e-07,2.5e-07,3.6e-07,1.0,-1.8421e-12,0.005153
8.8e-07,2.25e-07,3.6e-07,2.5e-07,4e-07,0.8,4.1883e-12,0.0030144
8.8e-07,2.25e-07,3.6e-07,2.5e-07,4e-07,0.9,-3.704e-14,0.0039781
8.8e-07,2.25e-07,3.6e-07,2.5e-07,4e-07,1.0,-1.7438e-12,0.0051658
8.8e-07,2.25e-07,3.6e-07,2.5e-07,4.4e-07,0.8,4.0572e-12,0.0030223
8.8e-07,2.25e-07,3.6e-07,2.5e-07,4.4e-07,0.9,-5.2089e-14,0.003988
8.8e-07,2.25e-07,3.6e-07,2.5e-07,4.4e-07,1.0,-1.6629e-12,0.0051788
8.8e-07,2.25e-07,3.6e-07,2.75e-07,3.6e-07,0.8,4.5891e-12,0.0030162
8.8e-07,2.25e-07,3.6e-07,2.75e-07,3.6e-07,0.9,1.7338e-13,0.0039824
8.8e-07,2.25e-07,3.6e-07,2.75e-07,3.6e-07,1.0,-1.7083e-12,0.0051716
8.8e-07,2.25e-07,3.6e-07,2.75e-07,4e-07,0.8,4.4327e-12,0.0030242
8.8e-07,2.25e-07,3.6e-07,2.75e-07,4e-07,0.9,1.8279e-13,0.0039923
8.8e-07,2.25e-07,3.6e-07,2.75e-07,4e-07,1.0,-1.5961e-12,0.0051845
8.8e-07,2.25e-07,3.6e-07,2.75e-07,4.4e-07,0.8,4.3046e-12,0.0030322
8.8e-07,2.25e-07,3.6e-07,2.75e-07,4.4e-07,0.9,1.8506e-13,0.0040022
8.8e-07,2.25e-07,3.6e-07,2.75e-07,4.4e-07,1.0,-1.5084e-12,0.0051975
8.8e-07,2.25e-07,4e-07,2.25e-07,3.6e-07,0.8,3.9951e-12,0.0029997
8.8e-07,2.25e-07,4e-07,2.25e-07,3.6e-07,0.9,-2.9919e-13,0.0039578
8.8e-07,2.25e-07,4e-07,2.25e-07,3.6e-07,1.0,-1.9689e-12,0.0051389
8.8e-07,2.25e-07,4e-07,2.25e-07,4e-07,0.8,3.8283e-12,0.0030076
8.8e-07,2.25e-07,4e-07,2.25e-07,4e-07,0.9,-3.3831e-13,0.0039675
8.8e-07,2.25e-07,4e-07,2.25e-07,4e-07,1.0,-1.889e-12,0.0051516
8.8e-07,2.25e-07,4e-07,2.25e-07,4.4e-07,0.8,3.6864e-12,0.0030155
8.8e-07,2.25e-07,4e-07,2.25e-07,4.4e-07,0.9,-3.8376e-13,0.0039773
8.8e-07,2.25e-07,4e-07,2.25e-07,4.4e-07,1.0,-1.8205e-12,0.0051646
8.8e-07,2.25e-07,4e-07,2.5e-07,3.6e-07,0.8,4.2703e-12,0.0030095
8.8e-07,2.25e-07,4e-07,2.5e-07,3.6e-07,0.9,-4.3217e-14,0.0039719
8.8e-07,2.25e-07,4e-07,2.5e-07,3.6e-07,1.0,-1.8101e-12,0.0051576
8.8e-07,2.25e-07,4e-07,2.5e-07,4e-07,0.8,4.1067e-12,0.0030175
8.8e-07,2.25e-07,4e-07,2.5e-07,4e-07,0.9,-5.8593e-14,0.0039817
8.8e-07,2.25e-07,4e-07,2.5e-07,4e-07,1.0,-1.7145e-12,0.0051703
8.8e-07,2.25e-07,4e-07,2.5e-07,4.4e-07,0.8,3.9678e-12,0.0030254
8.8e-07,2.25e-07,4e-07,2.5e-07,4.4e-07,0.9,-7.8132e-14,0.0039916
8.8e-07,2.25e-07,4e-07,2.5e-07,4.4e-07,1.0,-1.6363e-12,0.0051833
8.8e-07,2.25e-07,4e-07,2.75e-07,3.6e-07,0.8,4.509e-12,0.0030193
8.8e-07,2.25e-07,4e-07,2.75e-07,3.6e-07,0.9,1.6419e-13,0.0039859
8.8e-07,2.25e-07,4e-07,2.75e-07,3.6e-07,1.0,-1.6762e-12,0.0051762
8.8e-07,2.25e-07,4e-07,2.75e-07,4e-07,0.8,4.3503e-12,0.0030273
8.8e-07,2.25e-07,4e-07,2.75e-07,4e-07,0.9,1.6732e-13,0.0039958
8.8e-07,2.25e-07,4e-07,2.75e-07,4e-07,1.0,-1.5658e-12,0.005189
8.8e-07,2.25e-07,4e-07,2.75e-07,4.4e-07,0.8,4.2155e-12,0.0030353
8.8e-07,2.25e-07,4e-07,2.75e-07,4.4e-07,0.9,1.6324e-13,0.0040057
8.8e-07,2.25e-07,4e-07,2.75e-07,4.4e-07,1.0,-1.4759e-12,0.0052019
8.8e-07,2.25e-07,4.4e-07,2.25e-07,3.6e-07,0.8,3.9299e-12,0.0030027
8.8e-07,2.25e-07,4.4e-07,2.25e-07,3.6e-07,0.9,-3.1577e-13,0.0039613
8.8e-07,2.25e-07,4.4e-07,2.25e-07,3.6e-07,1.0,-1.94e-12,0.0051434
8.8e-07,2.25e-07,4.4e-07,2.25e-07,4e-07,0.8,3.7558e-12,0.0030107
8.8e-07,2.25e-07,4.4e-07,2.25e-07,4e-07,0.9,-3.5992e-13,0.003971
8.8e-07,2.25e-07,4.4e-07,2.25e-07,4e-07,1.0,-1.864e-12,0.0051561
8.8e-07,2.25e-07,4.4e-07,2.25e-07,4.4e-07,0.8,3.6073e-12,0.0030186
8.8e-07,2.25e-07,4.4e-07,2.25e-07,4.4e-07,0.9,-4.0779e-13,0.0039808
8.8e-07,2.25e-07,4.4e-07,2.25e-07,4.4e-07,1.0,-1.8017e-12,0.0051691
8.8e-07,2.25e-07,4.4e-07,2.5e-07,3.6e-07,0.8,4.2056e-12,0.0030126
8.8e-07,2.25e-07,4.4e-07,2.5e-07,3.6e-07,0.9,-5.2877e-14,0.0039755
8.8e-07,2.25e-07,4.4e-07,2.5e-07,3.6e-07,1.0,-1.7813e-12,0.0051621
8.8e-07,2.25e-07,4.4e-07,2.5e-07,4e-07,0.8,4.0366e-12,0.0030205
8.8e-07,2.25e-07,4.4e-07,2.5e-07,4e-07,0.9,-7.5971e-14,0.0039852
8.8e-07,2.25e-07,4.4e-07,2.5e-07,4e-07,1.0,-1.6892e-12,0.0051748
8.8e-07,2.25e-07,4.4e-07,2.5e-07,4.4e-07,0.8,3.8913e-12,0.0030285
8.8e-07,2.25e-07,4.4e-07,2.5e-07,4.4e-07,0.9,-9.7379e-14,0.0039951
8.8e-07,2.25e-07,4.4e-07,2.5e-07,4.4e-07,1.0,-1.6117e-12,0.0051877
8.8e-07,2.25e-07,4.4e-07,2.75e-07,3.6e-07,0.8,4.4451e-12,0.0030224
8.8e-07,2.25e-07,4.4e-07,2.75e-07,3.6e-07,0.9,1.5579e-13,0.0039895
8.8e-07,2.25e-07,4.4e-07,2.75e-07,3.6e-07,1.0,-1.644e-12,0.0051807
8.8e-07,2.25e-07,4.4e-07,2.75e-07,4e-07,0.8,4.2818e-12,0.0030304
8.8e-07,2.25e-07,4.4e-07,2.75e-07,4e-07,0.9,1.5388e-13,0.0039994
8.8e-07,2.25e-07,4.4e-07,2.75e-07,4e-07,1.0,-1.5385e-12,0.0051934
8.8e-07,2.25e-07,4.4e-07,2.75e-07,4.4e-07,0.8,4.1402e-12,0.0030384
8.8e-07,2.25e-07,4.4e-07,2.75e-07,4.4e-07,0.9,1.4501e-13,0.0040093
8.8e-07,2.25e-07,4.4e-07,2.75e-07,4.4e-07,1.0,-1.4502e-12,0.0052065
8.8e-07,2.5e-07,3.6e-07,2.25e-07,3.6e-07,0.8,4.094e-12,0.0029976
8.8e-07,2.5e-07,3.6e-07,2.25e-07,3.6e-07,0.9,-2.6762e-13,0.0039556
8.8e-07,2.5e-07,3.6e-07,2.25e-07,3.6e-07,1.0,-2.0092e-12,0.0051361
8.8e-07,2.5e-07,3.6e-07,2.25e-07,4e-07,0.8,3.931e-12,0.0030055
8.8e-07,2.5e-07,3.6e-07,2.25e-07,4e-07,0.9,-3.0175e-13,0.0039653
8.8e-07,2.5e-07,3.6e-07,2.25e-07,4e-07,1.0,-1.9281e-12,0.0051489
8.8e-07,2.5e-07,3.6e-07,2.25e-07,4.4e-07,0.8,3.7943e-12,0.0030134
8.8e-07,2.5e-07,3.6e-07,2.25e-07,4.4e-07,0.9,-3.3801e-13,0.0039752
8.8e-07,2.5e-07,3.6e-07,2.25e-07,4.4e-07,1.0,-1.8621e-12,0.0051617
8.8e-07,2.5e-07,3.6e-07,2.5e-07,3.6e-07,0.8,4.3666e-12,0.0030074
8.8e-07,2.5e-07,3.6e-07,2.5e-07,3.6e-07,0.9,-9.8239e-15,0.0039696
8.8e-07,2.5e-07,3.6e-07,2.5e-07,3.6e-07,1.0,-1.8484e-12,0.0051548
8.8e-07,2.5e-07,3.6e-07,2.5e-07,4e-07,0.8,4.2097e-12,0.0030154
8.8e-07,2.5e-07,3.6e-07,2.5e-07,4e-07,0.9,-2.0978e-14,0.0039795
8.8e-07,2.5e-07,3.6e-07,2.5e-07,4e-07,1.0,-1.7505e-12,0.0051675
8.8e-07,2.5e-07,3.6e-07,2.5e-07,4.4e-07,0.8,4.0752e-12,0.0030233
8.8e-07,2.5e-07,3.6e-07,2.5e-07,4.4e-07,0.9,-3.7982e-14,0.0039894
8.8e-07,2.5e-07,3.6e-07,2.5e-07,4.4e-07,1.0,-1.6713e-12,0.0051805
8.8e-07,2.5e-07,3.6e-07,2.75e-07,3.6e-07,0.8,4.6138e-12,0.0030172
8.8e-07,2.5e-07,3.6e-07,2.75e-07,3.6e-07,0.9,1.8774e-13,0.0039837
8.8e-07,2.5e-07,3.6e-07,2.75e-07,3.6e-07,1.0,-1.7125e-12,0.0051733
8.8e-07,2.5e-07,3.6e-07,2.75e-07,4e-07,0.8,4.4529e-12,0.0030252
8.8e-07,2.5e-07,3.6e-07,2.75e-07,4e-07,0.9,1.9799e-13,0.0039937
8.8e-07,2.5e-07,3.6e-07,2.75e-07,4e-07,1.0,-1.6024e-12,0.0051862
8.8e-07,2.5e-07,3.6e-07,2.75e-07,4.4e-07,0.8,4.3247e-12,0.0030332
8.8e-07,2.5e-07,3.6e-07,2.75e-07,4.4e-07,0.9,2.0048e-13,0.0040036
8.8e-07,2.5e-07,3.6e-07,2.75e-07,4.4e-07,1.0,-1.5134e-12,0.0051993
8.8e-07,2.5e-07,4e-07,2.25e-07,3.6e-07,0.8,4.0163e-12,0.0030007
8.8e-07,2.5e-07,4e-07,2.25e-07,3.6e-07,0.9,-2.8184e-13,0.0039592
8.8e-07,2.5e-07,4e-07,2.25e-07,3.6e-07,1.0,-1.9727e-12,0.0051407
8.8e-07,2.5e-07,4e-07,2.25e-07,4e-07,0.8,3.847e-12,0.0030086
8.8e-07,2.5e-07,4e-07,2.25e-07,4e-07,0.9,-3.2283e-13,0.0039689
8.8e-07,2.5e-07,4e-07,2.25e-07,4e-07,1.0,-1.8951e-12,0.0051533
8.8e-07,2.5e-07,4e-07,2.25e-07,4.4e-07,0.8,3.7025e-12,0.0030165
8.8e-07,2.5e-07,4e-07,2.25e-07,4.4e-07,0.9,-3.6601e-13,0.0039787
8.8e-07,2.5e-07,4e-07,2.25e-07,4.4e-07,1.0,-1.8294e-12,0.0051663
8.8e-07,2.5e-07,4e-07,2.5e-07,3.6e-07,0.8,4.2907e-12,0.0030105
8.8e-07,2.5e-07,4e-07,2.5e-07,3.6e-07,0.9,-2.5493e-14,0.0039733
8.8e-07,2.5e-07,4e-07,2.5e-07,3.6e-07,1.0,-1.8139e-12,0.0051593
8.8e-07,2.5e-07,4e-07,2.5e-07,4e-07,0.8,4.126e-12,0.0030185
8.8e-07,2.5e-07,4e-07,2.5e-07,4e-07,0.9,-4.0627e-14,0.0039831
8.8e-07,2.5e-07,4e-07,2.5e-07,4e-07,1.0,-1.7198e-12,0.0051721
8.8e-07,2.5e-07,4e-07,2.5e-07,4.4e-07,0.8,3.9841e-12,0.0030265
8.8e-07,2.5e-07,4e-07,2.5e-07,4.4e-07,0.9,-6.0743e-14,0.003993
8.8e-07,2.5e-07,4e-07,2.5e-07,4.4e-07,1.0,-1.6424e-12,0.005185
8.8e-07,2.5e-07,4e-07,2.75e-07,3.6e-07,0.8,4.5311e-12,0.0030204
8.8e-07,2.5e-07,4e-07,2.75e-07,3.6e-07,0.9,1.7956e-13,0.0039873
8.8e-07,2.5e-07,4e-07,2.75e-07,3.6e-07,1.0,-1.6792e-12,0.0051779
8.8e-07,2.5e-07,4e-07,2.75e-07,4e-07,0.8,4.3695e-12,0.0030283
8.8e-07,2.5e-07,4e-07,2.75e-07,4e-07,0.9,1.8189e-13,0.0039972
8.8e-07,2.5e-07,4e-07,2.75e-07,4e-07,1.0,-1.5668e-12,0.0051908
8.8e-07,2.5e-07,4e-07,2.75e-07,4.4e-07,0.8,4.2353e-12,0.0030363
8.8e-07,2.5e-07,4e-07,2.75e-07,4.4e-07,0.9,1.79e-13,0.0040071
8.8e-07,2.5e-07,4e-07,2.75e-07,4.4e-07,1.0,-1.4815e-12,0.0052037
8.8e-07,2.5e-07,4.4e-07,2.25e-07,3.6e-07,0.8,3.948e-12,0.0030037
8.8e-07,2.5e-07,4.4e-07,2.25e-07,3.6e-07,0.9,-2.9719e-13,0.0039627
8.8e-07,2.5e-07,4.4e-07,2.25e-07,3.6e-07,1.0,-1.9471e-12,0.0051452
8.8e-07,2.5e-07,4.4e-07,2.25e-07,4e-07,0.8,3.7726e-12,0.0030117
8.8e-07,2.5e-07,4.4e-07,2.25e-07,4e-07,0.9,-3.4368e-13,0.0039725
8.8e-07,2.5e-07,4.4e-07,2.25e-07,4e-07,1.0,-1.8703e-12,0.0051579
8.8e-07,2.5e-07,4.4e-07,2.25e-07,4.4e-07,0.8,3.6238e-12,0.0030196
8.8e-07,2.5e-07,4.4e-07,2.25e-07,4.4e-07,0.9,-3.8781e-13,0.0039823
8.8e-07,2.5e-07,4.4e-07,2.25e-07,4.4e-07,1.0,-1.8087e-12,0.0051708
8.8e-07,2.5e-07,4.4e-07,2.5e-07,3.6e-07,0.8,4.2254e-12,0.0030136
8.8e-07,2.5e-07,4.4e-07,2.5e-07,3.6e-07,0.9,-3.6501e-14,0.0039769
8.8e-07,2.5e-07,4.4e-07,2.5e-07,3.6e-07,1.0,-1.7858e-12,0.0051638
8.8e-07,2.5e-07,4.4e-07,2.5e-07,4e-07,0.8,4.0523e-12,0.0030216
8.8e-07,2.5e-07,4.4e-07,2.5e-07,4e-07,0.9,-6.0015e-14,0.0039866
8.8e-07,2.5e-07,4.4e-07,2.5e-07,4e-07,1.0,-1.6917e-12,0.0051766
8.8e-07,2.5e-07,4.4e-07,2.5e-07,4.4e-07,0.8,3.907e-12,0.0030295
8.8e-07,2.5e-07,4.4e-07,2.5e-07,4.4e-07,0.9,-8.3175e-14,0.0039965
8.8e-07,2.5e-07,4.4e-07,2.5e-07,4.4e-07,1.0,-1.617e-12,0.0051895
8.8e-07,2.5e-07,4.4e-07,2.75e-07,3.6e-07,0.8,4.4651e-12,0.0030234
8.8e-07,2.5e-07,4.4e-07,2.75e-07,3.6e-07,0.9,1.7088e-13,0.0039909
8.8e-07,2.5e-07,4.4e-07,2.75e-07,3.6e-07,1.0,-1.6483e-12,0.0051825
8.8e-07,2.5e-07,4.4e-07,2.75e-07,4e-07,0.8,4.3001e-12,0.0030314
8.8e-07,2.5e-07,4.4e-07,2.75e-07,4e-07,0.9,1.6878e-13,0.0040008
8.8e-07,2.5e-07,4.4e-07,2.75e-07,4e-07,1.0,-1.5406e-12,0.0051952
8.8e-07,2.5e-07,4.4e-07,2.75e-07,4.4e-07,0.8,4.1594e-12,0.0030394
8.8e-07,2.5e-07,4.4e-07,2.75e-07,4.4e-07,0.9,1.5942e-13,0.0040107
8.8e-07,2.5e-07,4.4e-07,2.75e-07,4.4e-07,1.0,-1.4558e-12,0.0052082
8.8e-07,2.75e-07,3.6e-07,2.25e-07,3.6e-07,0.8,4.1162e-12,0.0029986
8.8e-07,2.75e-07,3.6e-07,2.25e-07,3.6e-07,0.9,-2.4801e-13,0.003957
8.8e-07,2.75e-07,3.6e-07,2.25e-07,3.6e-07,1.0,-2.0154e-12,0.0051378
8.8e-07,2.75e-07,3.6e-07,2.25e-07,4e-07,0.8,3.9499e-12,0.0030065
8.8e-07,2.75e-07,3.6e-07,2.25e-07,4e-07,0.9,-2.8326e-13,0.0039667
8.8e-07,2.75e-07,3.6e-07,2.25e-07,4e-07,1.0,-1.9371e-12,0.0051506
8.8e-07,2.75e-07,3.6e-07,2.25e-07,4.4e-07,0.8,3.8118e-12,0.0030144
8.8e-07,2.75e-07,3.6e-07,2.25e-07,4.4e-07,0.9,-3.2059e-13,0.0039766
8.8e-07,2.75e-07,3.6e-07,2.25e-07,4.4e-07,1.0,-1.871e-12,0.0051634
8.8e-07,2.75e-07,3.6e-07,2.5e-07,3.6e-07,0.8,4.3892e-12,0.0030084
8.8e-07,2.75e-07,3.6e-07,2.5e-07,3.6e-07,0.9,5.1315e-15,0.0039711
8.8e-07,2.75e-07,3.6e-07,2.5e-07,3.6e-07,1.0,-1.8555e-12,0.0051565
8.8e-07,2.75e-07,3.6e-07,2.5e-07,4e-07,0.8,4.2304e-12,0.0030164
8.8e-07,2.75e-07,3.6e-07,2.5e-07,4e-07,0.9,-4.5076e-15,0.0039809
8.8e-07,2.75e-07,3.6e-07,2.5e-07,4e-07,1.0,-1.7573e-12,0.0051693
8.8e-07,2.75e-07,3.6e-07,2.5e-07,4.4e-07,0.8,4.0953e-12,0.0030244
8.8e-07,2.75e-07,3.6e-07,2.5e-07,4.4e-07,0.9,-2.1873e-14,0.0039908
8.8e-07,2.75e-07,3.6e-07,2.5e-07,4.4e-07,1.0,-1.6785e-12,0.0051822
8.8e-07,2.75e-07,3.6e-07,2.75e-07,3.6e-07,0.8,4.6356e-12,0.0030182
8.8e-07,2.75e-07,3.6e-07,2.75e-07,3.6e-07,0.9,1.982e-13,0.0039851
8.8e-07,2.75e-07,3.6e-07,2.75e-07,3.6e-07,1.0,-1.7158e-12,0.005175
8.8e-07,2.75e-07,3.6e-07,2.75e-07,4e-07,0.8,4.4756e-12,0.0030262
8.8e-07,2.75e-07,3.6e-07,2.75e-07,4e-07,0.9,2.0916e-13,0.0039951
8.8e-07,2.75e-07,3.6e-07,2.75e-07,4e-07,1.0,-1.6093e-12,0.005188
8.8e-07,2.75e-07,3.6e-07,2.75e-07,4.4e-07,0.8,4.3446e-12,0.0030342
8.8e-07,2.75e-07,3.6e-07,2.75e-07,4.4e-07,0.9,2.1275e-13,0.004005
8.8e-07,2.75e-07,3.6e-07,2.75e-07,4.4e-07,1.0,-1.5189e-12,0.005201
8.8e-07,2.75e-07,4e-07,2.25e-07,3.6e-07,0.8,4.0356e-12,0.0030017
8.8e-07,2.75e-07,4e-07,2.25e-07,3.6e-07,0.9,-2.6408e-13,0.0039605
8.8e-07,2.75e-07,4e-07,2.25e-07,3.6e-07,1.0,-1.9765e-12,0.0051425
8.8e-07,2.75e-07,4e-07,2.25e-07,4e-07,0.8,3.8636e-12,0.0030096
8.8e-07,2.75e-07,4e-07,2.25e-07,4e-07,0.9,-3.0687e-13,0.0039703
8.8e-07,2.75e-07,4e-07,2.25e-07,4e-07,1.0,-1.9e-12,0.0051551
8.8e-07,2.75e-07,4e-07,2.25e-07,4.4e-07,0.8,3.7182e-12,0.0030175
8.8e-07,2.75e-07,4e-07,2.25e-07,4.4e-07,0.9,-3.4929e-13,0.0039801
8.8e-07,2.75e-07,4e-07,2.25e-07,4.4e-07,1.0,-1.8382e-12,0.005168
8.8e-07,2.75e-07,4e-07,2.5e-07,3.6e-07,0.8,4.3113e-12,0.0030115
8.8e-07,2.75e-07,4e-07,2.5e-07,3.6e-07,0.9,-8.4867e-15,0.0039746
8.8e-07,2.75e-07,4e-07,2.5e-07,3.6e-07,1.0,-1.8181e-12,0.0051611
8.8e-07,2.75e-07,4e-07,2.5e-07,4e-07,0.8,4.145e-12,0.0030195
8.8e-07,2.75e-07,4e-07,2.5e-07,4e-07,0.9,-2.4698e-14,0.0039845
8.8e-07,2.75e-07,4e-07,2.5e-07,4e-07,1.0,-1.7258e-12,0.0051738
8.8e-07,2.75e-07,4e-07,2.5e-07,4.4e-07,0.8,4.0012e-12,0.0030275
8.8e-07,2.75e-07,4e-07,2.5e-07,4.4e-07,0.9,-4.5396e-14,0.0039944
8.8e-07,2.75e-07,4e-07,2.5e-07,4.4e-07,1.0,-1.6479e-12,0.0051867
8.8e-07,2.75e-07,4e-07,2.75e-07,3.6e-07,0.8,4.5559e-12,0.0030214
8.8e-07,2.75e-07,4e-07,2.75e-07,3.6e-07,0.9,1.9329e-13,0.0039887
8.8e-07,2.75e-07,4e-07,2.75e-07,3.6e-07,1.0,-1.6816e-12,0.0051797
8.8e-07,2.75e-07,4e-07,2.75e-07,4e-07,0.8,4.3905e-12,0.0030294
8.8e-07,2.75e-07,4e-07,2.75e-07,4e-07,0.9,1.9652e-13,0.0039986
8.8e-07,2.75e-07,4e-07,2.75e-07,4e-07,1.0,-1.5731e-12,0.0051925
8.8e-07,2.75e-07,4e-07,2.75e-07,4.4e-07,0.8,4.2534e-12,0.0030374
8.8e-07,2.75e-07,4e-07,2.75e-07,4.4e-07,0.9,1.9221e-13,0.0040086
8.8e-07,2.75e-07,4e-07,2.75e-07,4.4e-07,1.0,-1.4885e-12,0.0052054
8.8e-07,2.75e-07,4.4e-07,2.25e-07,3.6e-07,0.8,3.9662e-12,0.0030048
8.8e-07,2.75e-07,4.4e-07,2.25e-07,3.6e-07,0.9,-2.8009e-13,0.0039642
8.8e-07,2.75e-07,4.4e-07,2.25e-07,3.6e-07,1.0,-1.9533e-12,0.005147
8.8e-07,2.75e-07,4.4e-07,2.25e-07,4e-07,0.8,3.7905e-12,0.0030127
8.8e-07,2.75e-07,4.4e-07,2.25e-07,4e-07,0.9,-3.2699e-13,0.0039739
8.8e-07,2.75e-07,4.4e-07,2.25e-07,4e-07,1.0,-1.8765e-12,0.0051596
8.8e-07,2.75e-07,4.4e-07,2.25e-07,4.4e-07,0.8,3.6387e-12,0.0030206
8.8e-07,2.75e-07,4.4e-07,2.25e-07,4.4e-07,0.9,-3.7272e-13,0.0039837
8.8e-07,2.75e-07,4.4e-07,2.25e-07,4.4e-07,1.0,-1.8127e-12,0.0051726
8.8e-07,2.75e-07,4.4e-07,2.5e-07,3.6e-07,0.8,4.2452e-12,0.0030146
8.8e-07,2.75e-07,4.4e-07,2.5e-07,3.6e-07,0.9,-2.1113e-14,0.0039783
8.8e-07,2.75e-07,4.4e-07,2.5e-07,3.6e-07,1.0,-1.7897e-12,0.0051656
8.8e-07,2.75e-07,4.4e-07,2.5e-07,4e-07,0.8,4.07e-12,0.0030226
8.8e-07,2.75e-07,4.4e-07,2.5e-07,4e-07,0.9,-4.36e-14,0.003988
8.8e-07,2.75e-07,4.4e-07,2.5e-07,4e-07,1.0,-1.6989e-12,0.0051783
8.8e-07,2.75e-07,4.4e-07,2.5e-07,4.4e-07,0.8,3.9239e-12,0.0030305
8.8e-07,2.75e-07,4.4e-07,2.5e-07,4.4e-07,0.9,-6.7131e-14,0.0039979
8.8e-07,2.75e-07,4.4e-07,2.5e-07,4.4e-07,1.0,-1.6219e-12,0.0051912
8.8e-07,2.75e-07,4.4e-07,2.75e-07,3.6e-07,0.8,4.4859e-12,0.0030244
8.8e-07,2.75e-07,4.4e-07,2.75e-07,3.6e-07,0.9,1.8536e-13,0.0039923
8.8e-07,2.75e-07,4.4e-07,2.75e-07,3.6e-07,1.0,-1.6506e-12,0.0051843
8.8e-07,2.75e-07,4.4e-07,2.75e-07,4e-07,0.8,4.3192e-12,0.0030324
8.8e-07,2.75e-07,4.4e-07,2.75e-07,4e-07,0.9,1.8238e-13,0.0040022
8.8e-07,2.75e-07,4.4e-07,2.75e-07,4e-07,1.0,-1.5451e-12,0.005197
8.8e-07,2.75e-07,4.4e-07,2.75e-07,4.4e-07,0.8,4.1746e-12,0.0030404
8.8e-07,2.75e-07,4.4e-07,2.75e-07,4.4e-07,0.9,1.736e-13,0.0040121
8.8e-07,2.75e-07,4.4e-07,2.75e-07,4.4e-07,1.0,-1.459e-12,0.00521
